uwaxdiboe.ddns.net,vcvccvcvv.cccc.cvc,MALWARE,1.38461538462,0.423076923077,0.650443635588,0.0,13,18,10,4,4,3,1,2,6,4,2
gqnufcuiwcymao.net,cccvccvvccccvv.cvc,MALWARE,1.2,0.171428571429,0.414039335605,0.0,15,18,11,3,6,2,2,0,6,4,3
rwlqzafox.org,cccccvcvc.vcc,MALWARE,1.18181818182,0.163636363636,0.404519917478,0.0,11,13,9,3,5,2,1,1,3,2,3
almbqb76sr10107lk27nyte.ddns.net,vcccccnnccnnnnnccnncccv.cccc.cvc,MALWARE,1.68421052632,0.450292397661,0.671038298207,0.182574185835,19,32,18,2,11,1,1,0,3,2,6
tachapaluthersuntquibus.com,cvccvcvcvccvccvcccvvcvc.cvc,MALWARE,1.58823529412,0.882352941176,0.939336436628,0.0,17,27,16,9,5,8,4,3,10,9,1
armiloqeet.ddns.net,vccvcvcvvc.cccc.cvc,MALWARE,1.46153846154,0.435897435897,0.660225291774,0.242535625036,13,19,11,5,4,3,1,2,6,4,2
fxjbwvzb.com,cccccccc.cvc,MALWARE,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,10,1,7,1,0,0,1,1,6
sufferquarter.net,cvccvccvvccvc.cvc,MALWARE,1.7,0.677777777778,0.823272602349,0.258198889747,10,17,10,5,3,4,3,0,6,5,0
pnkdrdjwt.tv,ccccccccc.cc,MALWARE,1.2,0.177777777778,0.421637021356,0.0,10,12,11,0,9,0,0,0,0,0,7
gwendolineanderson.net,ccvccvcvcvvccvccvc.cvc,MALWARE,1.69230769231,1.73076923077,1.31558702896,0.315301767642,13,22,13,7,4,6,3,2,8,7,0
hamreomplbctxduad.in,cvccvvccccccccvvc.vc,MALWARE,1.17647058824,0.154411764706,0.392952623997,0.0,17,20,13,4,8,1,2,0,6,3,6
xuhekud.su,cvcvcvc.cv,MALWARE,1.25,0.5,0.707106781187,0.0,8,10,5,3,0,3,0,2,4,4,0
cjknnwfani.com,cccccccvcv.cvc,MALWARE,1.27272727273,0.418181818182,0.646669790683,0.0,11,14,10,2,6,2,0,1,3,3,5
plrjqxixcdgx.mooo.com,ccccccvccccc.cvvv.cvc,MALWARE,1.61538461538,0.923076923077,0.960768922831,0.229415733871,13,21,14,2,9,2,1,0,5,3,7
oenoffofkkcokcdm.info,vvcvccvccccvcccc.vccv,MALWARE,2.1,2.1,1.44913767462,0.392952623997,10,21,13,5,8,3,4,1,7,4,4
nygtelj.dynserv.com,ccccvcc.ccccvcc.cvc,MALWARE,1.26666666667,0.209523809524,0.457737708217,0.0,15,19,14,3,8,3,2,0,3,3,4
wexiaxdacewuurt.ddns.net,cvcvvccvcvcvvcc.cccc.cvc,MALWARE,1.84615384615,0.474358974359,0.688737231721,0.0,13,24,14,6,5,4,2,3,8,6,2
cwaiyxqcokuuftelt.tw,ccvvccccvcvvccvcc.cc,MALWARE,1.33333333333,0.380952380952,0.617213399848,0.0,15,20,13,4,7,2,3,1,6,4,2
naholsome.com,cvcvccvcv.cvc,MALWARE,1.3,0.455555555556,0.674948557711,0.301511344578,10,13,7,4,1,4,1,2,5,5,0
vawcmpcftdcpffcoh.com,cvcccccccccccccvc.cvc,MALWARE,1.75,1.47727272727,1.21543108701,0.229415733871,12,21,17,3,12,3,1,0,3,3,11
vjj2g5daauf1kybibv.biz,cccncncvvvcncccvcc.cvc,MALWARE,1.375,0.383333333333,0.619139187367,0.22360679775,16,22,13,3,5,2,1,0,5,3,2
xleddcbnyhcj.xyz,ccvccccccccc.ccc,MALWARE,1.33333333333,0.242424242424,0.492365963917,0.0,12,16,14,1,11,1,1,0,1,1,8
irndmrsosu.com,vccccccvcv.cvc,MALWARE,1.4,0.266666666667,0.516397779494,0.0,10,14,9,3,5,2,1,1,4,3,4
fofabomkbmbmbdom.info,cvcvcvccccccccvc.vccv,MALWARE,2.1,2.1,1.44913767462,0.4472135955,10,21,14,5,8,4,2,2,6,5,6
teensempire.biz,cvvccvccvcv.cvc,MALWARE,1.36363636364,0.854545454545,0.924416277737,0.0,11,15,8,4,2,3,2,1,6,5,0
recognized-digital.de,cvcvccvcvcscvcvcvc.cv,MALWARE,1.5,0.730769230769,0.854850414265,0.0,14,21,11,7,1,7,1,4,8,8,0
spaces-investigations.com,ccvcvcsvccvccvcvcvvcc.cvc,MALWARE,1.78571428571,0.796703296703,0.892582375304,0.294244943168,14,25,14,8,4,6,3,3,9,7,0
lblmpgn.org,ccccccc.vcc,MALWARE,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,9,1,7,0,1,0,1,0,5
waonogha.ddns.net,cvvcvccv.cccc.cvc,MALWARE,1.54545454545,0.472727272727,0.687551650952,0.0,11,17,10,3,4,2,1,1,5,4,2
wgpzeas.tv,ccccvvc.cc,MALWARE,1.0,0.0,0.0,0.0,10,10,7,1,4,0,0,0,2,1,2
vasuxjafcaoukrmgycgsp.bz,cvcvccvccvvvccccccccc.cc,MALWARE,1.33333333333,0.352941176471,0.594088525786,0.0,18,24,17,4,11,3,3,1,6,4,7
lyrimyd.info,cccvccc.vccv,MALWARE,1.2,0.177777777778,0.421637021356,0.0,10,12,8,2,5,1,2,0,3,2,2
zafxdfpd.com.ai,cvcccccc.cvc.vv,MALWARE,1.36363636364,0.254545454545,0.50452497911,0.0,11,15,9,2,5,2,1,0,4,2,4
53qurbxb8ypkwjawur.ru,nncvccccncccccvcvc.cv,MALWARE,1.4,0.542857142857,0.736788397613,0.229415733871,15,21,13,3,7,3,1,1,4,4,5
