freeporno.xxx,ccvvcvccv.ccc,CLEAN,1.625,0.553571428571,0.744023809143,0.301511344578,8,13,8,2,4,1,1,1,4,3,1
southernsistersdesigns.com,cvvccvcccvccvcccvcvccc.cvc,CLEAN,1.85714285714,1.82417582418,1.35062053301,0.351250086657,14,26,17,7,8,6,5,1,8,7,3
micnet.blogspot.tw,cvccvc.ccvcccvc.cc,CLEAN,1.28571428571,0.373626373626,0.611249845502,0.25,14,18,12,4,5,4,2,0,4,4,1
flikka.de,ccvccv.cv,CLEAN,1.125,0.125,0.353553390593,0.0,8,9,5,1,2,1,1,0,3,3,0
hoofamansion.com,cvvcvcvccvvc.cvc,CLEAN,1.6,0.933333333333,0.966091783079,0.0,10,16,8,5,1,3,1,2,7,5,0
brendanscott.com,ccvccvcccvcc.cvc,CLEAN,1.33333333333,0.242424242424,0.492365963917,0.267261241912,12,16,11,4,5,4,3,0,4,4,1
touraj-betterlife.blogfa.com,cvvcvcscvccvccvcv.ccvccv.cvc,CLEAN,1.75,0.6,0.774596669241,0.0,16,28,15,7,4,6,3,2,10,9,0
swedoffice.se,ccvcvccvcv.cv,CLEAN,1.44444444444,0.527777777778,0.726483157257,0.0,9,13,7,3,2,3,1,2,5,5,0
foodhelpusa.com,cvvccvccvcv.cvc,CLEAN,1.15384615385,0.307692307692,0.554700196225,0.0,13,15,8,4,2,3,2,1,6,5,0
euromediaresearch.it,vvcvcvcvvcvcvvccc.vc,CLEAN,1.53846153846,0.935897435897,0.967417922047,0.235702260396,13,20,9,7,2,3,1,5,10,5,1
sabstore.in,cvcccvcv.vc,CLEAN,1.1,0.1,0.316227766017,0.0,10,11,6,3,2,2,1,1,4,3,1
stfranciscare.org,ccccvccvccvcv.vcc,CLEAN,1.41666666667,0.44696969697,0.668557923422,0.0,12,17,11,4,6,3,3,1,5,4,2
targetstudyiq.com,cvccvcccvccvc.cvc,CLEAN,1.13333333333,0.266666666667,0.516397779494,0.0,15,17,11,5,4,5,3,0,5,5,1
stagecoachfestival.com,ccvcvcvvcccvccvcvc.cvc,CLEAN,1.57142857143,0.571428571429,0.755928946018,0.315301767642,14,22,13,7,4,6,2,3,8,7,1
fsv-martinroda.de,cccscvccvccvcv.cv,CLEAN,1.21428571429,0.181318681319,0.425815313626,0.0,14,17,10,3,4,3,2,1,5,5,1
cittadellaeditrice.com,cvccvcvccvvcvccvcv.cvc,CLEAN,2.0,0.8,0.894427191,0.22360679775,11,22,12,7,3,6,3,3,9,8,0
options.fr,vccvvcc.cc,CLEAN,1.11111111111,0.111111111111,0.333333333333,0.0,9,10,6,2,3,0,2,0,3,1,0
adrianocampingvillage.com,vccvvcvcvccvcccvccvcv.cvc,CLEAN,1.78571428571,0.796703296703,0.892582375304,0.0,14,25,14,8,5,6,4,3,10,8,1
kuailesh.com,cvvvcvcc.cvc,CLEAN,1.0,0.0,0.0,0.0,12,12,6,3,1,2,1,1,5,3,0
nccn.org,cccc.vcc,CLEAN,1.33333333333,0.266666666667,0.516397779494,0.0,6,8,6,1,4,0,1,0,1,0,2
esserefelici.org,vccvcvcvcvcv.vcc,CLEAN,1.6,0.933333333333,0.966091783079,0.0,10,16,8,6,2,4,2,4,7,5,0
amadeusonline.net,vcvcvvcvccvcv.cvc,CLEAN,1.41666666667,0.628787878788,0.792961461099,0.258198889747,12,17,8,6,1,4,1,4,8,6,0
rankypage.com,cvccccvcv.cvc,CLEAN,1.08333333333,0.0833333333333,0.288675134595,0.0,12,13,8,3,3,3,1,1,4,4,2
fil7alaba.com,cvcnvcvcv.cvc,CLEAN,1.3,0.455555555556,0.674948557711,0.0,10,13,6,4,0,3,0,2,5,4,0
lemetal.fr,cvcvcvc.cc,CLEAN,1.25,0.214285714286,0.462910049886,0.0,8,10,6,3,1,3,0,2,3,3,0
ellosyellas.com.pe,vccvccvccvc.cvc.cv,CLEAN,1.8,1.06666666667,1.03279555899,0.351865775274,10,18,10,5,3,4,3,0,6,5,0
directrev.com,cvcvcccvc.cvc,CLEAN,1.3,0.233333333333,0.48304589154,0.301511344578,10,13,8,4,2,4,1,1,4,4,1
capitalpunishmentuk.org,cvcvcvccvcvcccvccvc.vcc,CLEAN,1.35294117647,0.242647058824,0.492592183072,0.0,17,23,14,8,5,7,4,3,8,7,1
trcalismasaatleri.com,cccvcvccvcvvccvcv.cvc,CLEAN,1.90909090909,0.690909090909,0.831209414594,0.0,11,21,12,6,4,5,2,3,8,7,1
leisurepoolsdigital.com,cvvcvcvcvvcccvcvcvc.cvc,CLEAN,1.53333333333,0.695238095238,0.833809387833,0.0,15,23,12,8,2,6,1,5,10,8,1
groundswellpr.com,ccvvccccvcccc.cvc,CLEAN,1.21428571429,0.181318681319,0.425815313626,0.0,14,17,12,3,7,2,2,0,4,3,4
technical-resumes.com,cvcccvcvcscvcvcvc.cvc,CLEAN,1.4,0.542857142857,0.736788397613,0.229415733871,15,21,12,7,2,7,1,3,7,7,1
froggydelight.com,ccvccccvcvccc.cvc,CLEAN,1.21428571429,0.335164835165,0.578934223522,0.0,14,17,12,4,6,4,2,1,4,4,3
blenderget.com,ccvccvccvc.cvc,CLEAN,1.16666666667,0.333333333333,0.57735026919,0.0,12,14,9,4,3,4,2,0,4,4,0
avramis.gr,vccvcvc.cc,CLEAN,1.25,0.214285714286,0.462910049886,0.0,8,10,6,3,2,2,1,1,3,2,0
sharefilesupport.com,ccvcvcvcvcvccvcc.cvc,CLEAN,1.33333333333,0.238095238095,0.487950036474,0.0,15,20,12,7,3,7,2,4,7,7,0
filmesporno0.com,cvccvccvccvn.cvc,CLEAN,1.23076923077,0.358974358974,0.599144689515,0.0,13,16,9,4,3,4,3,0,5,5,0
inameh.gob.ve,vcvcvc.cvc.cv,CLEAN,1.18181818182,0.163636363636,0.404519917478,0.0,11,13,6,4,0,3,0,2,5,4,0
themenlohouse.com,ccvcvccvcvvcv.cvc,CLEAN,1.54545454545,0.672727272727,0.820199532265,0.0,11,17,9,5,2,4,1,3,7,6,0
alarabeyes.com,vcvcvcvcvc.cvc,CLEAN,1.27272727273,0.418181818182,0.646669790683,0.0,11,14,7,6,0,5,0,4,6,5,0
ruuzu.com,cvvcv.cvc,CLEAN,1.28571428571,0.571428571429,0.755928946018,0.0,7,9,4,2,0,1,0,1,4,3,0
everyonegetinhere.com,vcvccvcvcvcvccvcv.cvc,CLEAN,1.61538461538,1.92307692308,1.38675049056,0.229415733871,13,21,11,8,2,7,2,5,9,8,0
hollex.pl,cvccvc.cc,CLEAN,1.28571428571,0.571428571429,0.755928946018,0.0,7,9,6,2,2,2,1,0,2,2,0
humber.ca,cvccvc.cv,CLEAN,1.0,0.0,0.0,0.0,9,9,5,2,1,2,1,0,3,3,0
leasequit.com,cvvcvcvvc.cvc,CLEAN,1.08333333333,0.0833333333333,0.288675134595,0.0,12,13,6,4,0,2,0,2,6,4,0
dizifragman.com,cvcvccvccvc.cvc,CLEAN,1.25,0.204545454545,0.452267016867,0.0,12,15,9,5,2,5,2,1,5,5,0
xn--u9jtglasw0e9aj4rse0hw204b.com,ccssvnccccvccnvnvcnccvnccnnnc.cvc,CLEAN,1.4347826087,0.347826086957,0.58976782462,0.0,23,33,16,3,7,2,1,0,6,3,2
tianshanrc.com,cvvcccvccc.cvc,CLEAN,1.27272727273,0.218181818182,0.467099366497,0.288675134595,11,14,9,3,4,2,2,0,4,3,2
sysadmin.cool,cccvccvc.cvvc,CLEAN,1.18181818182,0.163636363636,0.404519917478,0.0,11,13,8,3,3,2,1,0,4,3,1
okamata.com,vcvcvcv.cvc,CLEAN,1.57142857143,0.619047619048,0.786795792469,0.0,7,11,5,4,0,3,0,3,5,4,0
yeumoitruong.vn,cvvcvvccvvcc.cc,CLEAN,1.25,0.204545454545,0.452267016867,0.0,12,15,8,3,3,0,2,1,6,3,0
societearcheotouraine.eu,cvcvvcvvcccvvcvvcvvcv.vv,CLEAN,2.0,1.27272727273,1.12815214964,0.0,12,24,9,6,2,1,1,5,14,7,1
idolbom.go.kr,vcvccvc.cv.cc,CLEAN,1.3,0.455555555556,0.674948557711,0.0,10,13,7,3,2,2,1,1,4,3,0
futisforum2.org,cvcvccvcvcn.vcc,CLEAN,1.36363636364,0.254545454545,0.50452497911,0.277350098113,11,15,8,5,2,4,2,2,5,4,0
zambiaembassy.org,cvccvvvccvccc.vcc,CLEAN,1.41666666667,0.44696969697,0.668557923422,0.258198889747,12,17,10,4,5,2,4,0,6,3,1
equipweb.biz,vcvvccvc.cvc,CLEAN,1.33333333333,0.25,0.5,0.0,9,12,6,4,1,2,1,1,5,3,0
jadidmohtarif.com,cvcvccvccvcvc.cvc,CLEAN,1.41666666667,0.265151515152,0.514928650544,0.0,12,17,10,6,2,6,2,2,6,6,0
myrxtx.ca,cccccc.cv,CLEAN,1.125,0.125,0.353553390593,0.0,8,9,7,0,5,0,0,0,1,1,4
focusmr.com,cvcvccc.cvc,CLEAN,1.375,0.267857142857,0.517549169507,0.0,8,11,7,3,2,3,1,1,3,3,1
vistaalegre.com,cvccvvcvccv.cvc,CLEAN,1.15384615385,0.141025641026,0.375533808099,0.0,13,15,8,4,2,3,2,1,6,5,0
voordekunst.nl,cvvccvcvccc.cc,CLEAN,1.16666666667,0.151515151515,0.389249472081,0.0,12,14,9,3,4,2,2,1,4,3,1
endocode.com,vccvcvcv.cvc,CLEAN,1.71428571429,0.571428571429,0.755928946018,0.316227766017,7,12,6,4,1,3,1,2,5,4,0
gemeingut.org,cvcvvccvc.vcc,CLEAN,1.3,0.455555555556,0.674948557711,0.0,10,13,7,4,2,2,2,1,5,3,0
wikyfin.cz,cvcccvc.cc,CLEAN,1.11111111111,0.111111111111,0.333333333333,0.0,9,10,7,2,3,2,1,0,2,2,1
deolhonocariri.com.br,cvvccvcvcvcvcv.cvc.cc,CLEAN,1.61538461538,0.923076923077,0.960768922831,0.229415733871,13,21,11,6,2,5,1,4,8,7,0
niazmandi-iran.com,cvvccvccvsvcvc.cvc,CLEAN,1.63636363636,0.854545454545,0.924416277737,0.25,11,18,9,5,2,3,2,1,7,5,0
bdpricemodelstoys.co.uk,ccccvcvcvcvcccvcc.cv.vc,CLEAN,1.4375,0.395833333333,0.629152869606,0.0,16,23,14,6,6,5,2,3,7,6,3
kyun1318.tumblr.com,ccvcnnnn.cvcccc.cvc,CLEAN,1.26666666667,0.209523809524,0.457737708217,0.0,15,19,10,3,4,3,1,0,3,3,2
supersaravanastores.com,cvcvccvcvcvcvccvcvc.cvc,CLEAN,1.76923076923,1.35897435897,1.16575055607,0.0,13,23,13,9,2,9,2,5,9,9,0
ukrstream.tv,vcccccvvc.cc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,8,2,5,0,1,0,3,1,3
euroteenstube.com,vvcvcvvcccvcv.cvc,CLEAN,1.54545454545,0.872727272727,0.934198732994,0.0,11,17,8,5,2,3,1,3,8,5,1
scuoladoppiaggiobrescia.it,ccvvcvcvccvvccvvccvccvv.vc,CLEAN,1.73333333333,0.92380952381,0.961150104723,0.28810406552,15,26,13,7,5,3,4,2,12,7,0
nexidia.com,cvcvcvv.cvc,CLEAN,1.1,0.1,0.316227766017,0.0,10,11,5,3,0,3,0,2,5,4,0
betterpornstars.com,cvccvccvccccvcc.cvc,CLEAN,1.58333333333,0.628787878788,0.792961461099,0.0,12,19,13,5,6,5,4,0,5,5,2
nonprofitfinancefund.org,cvcccvcvccvcvccvcvcc.vcc,CLEAN,1.71428571429,1.45054945055,1.20438758319,0.213200716356,14,24,15,8,6,7,5,3,8,7,1
tuppercity.com.br,cvccvccvcc.cvc.cc,CLEAN,1.41666666667,0.265151515152,0.514928650544,0.0,12,17,11,4,4,4,3,0,4,4,0
lyricmus.info,cccvccvc.vccv,CLEAN,1.08333333333,0.0833333333333,0.288675134595,0.0,12,13,8,3,4,2,2,0,4,3,1
leqee.com,cvcvv.cvc,CLEAN,1.28571428571,0.571428571429,0.755928946018,0.0,7,9,4,2,0,2,0,1,4,3,0
petsplace.nl,cvccccvcv.cc,CLEAN,1.33333333333,0.25,0.5,0.0,9,12,8,2,4,2,1,1,3,3,2
bloguionistas.wordpress.com,ccvcvvvcvccvc.cvccccvcc.cvc,CLEAN,1.5,0.970588235294,0.985184366144,0.2,18,27,16,7,6,6,3,2,9,7,2
trugreen.com,ccvccvvc.cvc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,7,3,2,2,1,0,4,3,0
fortessa.com,cvccvccv.cvc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,7,3,2,3,2,0,4,4,0
hrmagazine.co.uk,cccvcvcvcv.cv.vc,CLEAN,1.14285714286,0.131868131868,0.363136519601,0.0,14,16,8,4,2,3,0,3,6,5,1
yerelhaber.tv,cvcvccvcvc.cc,CLEAN,1.3,0.455555555556,0.674948557711,0.301511344578,10,13,8,4,2,4,1,2,4,4,0
980x.com,nnnc.cvc,CLEAN,1.0,0.0,0.0,0.0,8,8,3,1,0,1,0,0,1,1,0
true-detective-online.ru,ccvvscvcvccvcvsvccvcv.cv,CLEAN,1.84615384615,1.30769230769,1.14354374979,0.300792603759,13,24,11,5,3,4,2,3,10,8,0
micthuam.com,cvcccvvc.cvc,CLEAN,1.33333333333,0.5,0.707106781187,0.0,9,12,7,3,2,2,1,0,4,3,1
theshosting.com,ccvccvccvcc.cvc,CLEAN,1.36363636364,0.254545454545,0.50452497911,0.0,11,15,10,4,4,4,3,0,4,4,0
meitv.me,cvvcc.cv,CLEAN,1.33333333333,0.266666666667,0.516397779494,0.408248290464,6,8,4,1,1,0,1,0,3,2,0
9i543.com,nvnnn.cvc,CLEAN,1.0,0.0,0.0,0.0,9,9,2,1,0,1,0,0,2,1,0
crowncenter.com,ccvcccvccvc.cvc,CLEAN,1.66666666667,0.5,0.707106781187,0.0,9,15,10,4,4,4,2,0,4,4,1
imaanboutique.com,vcvvccvvcvcvv.cvc,CLEAN,1.41666666667,0.265151515152,0.514928650544,0.0,12,17,7,5,1,2,1,3,9,5,0
podfanatic.com,cvccvcvcvc.cvc,CLEAN,1.27272727273,0.218181818182,0.467099366497,0.0,11,14,8,5,1,5,1,2,5,5,0
tarifhaus.de,cvcvccvvc.cv,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,6,3,1,2,1,1,5,4,0
iwtg.net,vccc.cvc,CLEAN,1.14285714286,0.142857142857,0.377964473009,0.0,7,8,5,2,2,1,1,0,2,1,1
themurphydoor.com,ccvcvcccccvvc.cvc,CLEAN,1.41666666667,0.44696969697,0.668557923422,0.0,12,17,11,4,5,3,1,1,5,4,3
exo-panel.com,vcvscvcvc.cvc,CLEAN,1.18181818182,0.163636363636,0.404519917478,0.0,11,13,6,4,0,3,0,2,5,4,0
helloship.co.kr,cvccvccvc.cv.cc,CLEAN,1.36363636364,0.254545454545,0.50452497911,0.0,11,15,9,3,3,3,2,0,4,4,0
oxidationtech.com,vcvcvcvvccvcc.cvc,CLEAN,1.41666666667,0.44696969697,0.668557923422,0.0,12,17,9,6,2,4,2,3,7,5,0
fladead.blogspot.tw,ccvcvvc.ccvcccvc.cc,CLEAN,1.46153846154,0.269230769231,0.518874521663,0.242535625036,13,19,12,4,5,3,1,1,5,4,1
orc.govt.nz,vcc.cvcc.cc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,7,2,3,1,2,0,2,1,0
tipl.com,cvcc.cvc,CLEAN,1.0,0.0,0.0,0.0,8,8,5,2,1,2,1,0,2,2,0
juliaecocosmetica.com,cvcvvvcvcvccvcvcv.cvc,CLEAN,1.75,0.931818181818,0.965307299163,0.471404520791,12,21,10,7,1,6,1,5,10,8,0
